id,antig,m2total,m2cub,ambientes,banios,direccion,barrio,comuna,latitud,longitud,precioUSD,m2precioUSD,comisaria_dista,obelisco_dista,nrobos,sup_espacio_verde,count_gastronomia,count_culturales
2193,0,79,79,0,1,Pacheco de Melo al 2900,RECOLETA,2,-34.585377,-58.404325,263000,3329,970.0392030389519,2913.397363193581,63,185099.296,40,8
2194,0,79,79,0,0,Jose andres pacheco de melo,RECOLETA,2,-34.585278,-58.40425,315000,3987,971.0420686902856,2916.1594525673186,64,189726.854,40,8
2195,35,410,410,0,4,Castex Y SAN M DE Tours,PALERMO,14,-34.578707,-58.404241,1600000,3902.439024,909.6784925724556,3465.7913032688825,35,378509.162,16,2
2196,0,40,40,0,1,Charcas y Ecuador,RECOLETA,2,-34.595233,-58.404175,155000,3875,266.23121000929297,2276.092452899273,224,21396.695,70,3
2197,0,40,40,0,1,Ecuador y Charcas,RECOLETA,2,-34.595233,-58.404175,175000,4375,266.23121000929297,2276.092452899273,224,21396.695,70,3
2198,0,120,120,3,2,CORDOBA 2600,BALVANERA,3,-34.598526,-58.404145,550000,4583,519.8879540232216,2148.5278136985003,225,16109.88,58,7
2199,0,52,52,0,0,Misiones 100,BALVANERA,3,-34.612537,-58.40414,87000,1673,688.2481769054297,2290.1695331454953,204,28257.251,31,1
2200,0,52,52,0,0,Misiones 100,BALVANERA,3,-34.612537,-58.40414,97000,1865,688.2481769054297,2290.1695331454953,204,28257.251,31,1
2201,30,40,40,0,1,TUCUMAN al 2800,BALVANERA,3,-34.601845,-58.404105,112000,2800,151.79228554011002,2076.9720471283485,206,23264.645,40,11
2202,30,40,40,0,1,TUCUMAN al 2800,BALVANERA,3,-34.601845,-58.404105,112000,2800,151.8012642535845,2076.9366377076535,206,23264.023,40,11
2203,25,27,27,0,1,MANSILLA 2587,RECOLETA,2,-34.596227,-58.404085,145000,5370,339.41636067590144,2225.169705839066,226,18082.469,73,5
2204,35,66,66,0,1,Ag���+�������ero al 1900,RECOLETA,2,-34.589236,-58.404073,400000,6060,589.5052773314437,2614.3098809351545,114,133116.12,56,3
2205,0,542,542,0,2,Santa fe al 2600,RECOLETA,2,-34.594147,-58.404038,6000000,11070,246.09012230398616,2317.228982498539,225,23889.766,70,2
2206,0,542,542,0,2,Santa fe al 2600,RECOLETA,2,-34.594147,-58.404038,6000000,11070,246.09012230398616,2317.228982498539,225,23889.766,70,2
2207,50,306,306,0,1,AVENIDA  CHICLANA,SAN CRISTOBAL,3,-34.627305,-58.403857,278000,908,152.56790912117768,3321.6042206771103,56,72023.506,3,2
2208,0,216,216,0,0,PASO al 500,BALVANERA,3,-34.603304,-58.403834,1100000,5092,19.19807300708591,2042.3072190706735,206,24750.464,37,11
2209,45,49,49,0,1,Ecuador 1300,RECOLETA,2,-34.594702,-58.403811,195000,3979,275.61552422940053,2270.996586102428,222,23425.579,74,2
2210,17,57,57,0,0,PASO 600,BALVANERA,3,-34.601873,-58.403673,195000,3421,151.64454326859237,2037.1976105862923,215,22365.246,46,10
2211,40,61,61,0,1,Paso 600,BALVANERA,3,-34.601593,-58.403519,250000,4098,185.08758250860006,2026.4942530076235,218,19657.709,49,10
2212,0,65,65,0,1,JUNCAL al 2600,RECOLETA,2,-34.590237,-58.403409,245000,3769,523.2862455646195,2498.5611791501265,136,108363.44499999999,66,3
2213,0,280,280,0,0,PASO  600,BALVANERA,3,-34.601563,-58.403409,700000,2500,190.98475273588056,2016.8609438479264,221,19190.134000000002,49,9
2214,0,33,28,1,1,Pacheco de Melo 2800,RECOLETA,2,-34.585701,-58.403377,90000,3214,978.6217761303725,2826.232607464067,68,193800.264,40,8
2215,0,35,35,0,1,LAPRIDA al 1700,RECOLETA,2,-34.590342,-58.403329,190000,5428,518.2159849085042,2485.719076848456,153,103916.961,68,4
2216,40,50,50,0,1,Paso 705,BALVANERA,3,-34.600927,-58.403313,290000,5800,261.3468478002544,2017.6727309196094,219,16700.967,49,9
2217,0,37,37,0,1,french,RECOLETA,2,-34.588486,-58.403272,160000,4324,696.3529940285068,2609.7261707991133,97,163104.663,50,3
2218,50,24,24,0,0,Avenida Corrientes 2582,BALVANERA,3,-34.605014,-58.403255,180000,7500,211.6636114075942,1994.0318162587203,204,33518.132,45,8
2219,0,30,30,0,1,Cochabamba  al 2700,SAN CRISTOBAL,3,-34.625434,-58.403149,70000,2333,66.74470978773812,3118.9840269091305,83,80043.721,1,2
2220,0,37,37,0,1,French 2787,RECOLETA,2,-34.588617,-58.402869,160000,4324,701.311910144653,2572.1618149119063,95,164139.555,52,3
2221,0,610,610,0,0,Av. Belgrano 2500,BALVANERA,3,-34.614398,-58.402743,850000,1393,668.1635529526312,2275.5531945340995,127,25015.319,13,1
2222,50,130,130,4,1,Paraguay,RECOLETA,2,-34.597524,-58.402722,279500,2150,529.6722644608343,2057.358384464354,225,24602.101,73,6
2223,0,168,168,1,1,Zavaleta al 400,PARQUE PATRICIOS,4,-34.642223,-58.402703,145000,863,32.50142784359697,4692.175700448747,103,68890.041,4,0
2224,0,168,168,1,1,Zavaleta al 400,PARQUE PATRICIOS,4,-34.642223,-58.402703,145000,863.095238,32.50142784359697,4692.175700448747,103,68890.041,4,0
2225,0,168,168,1,1,Zavaleta al 400,PARQUE PATRICIOS,4,-34.642223,-58.402703,145000,863,32.50142784359697,4692.175700448747,103,68890.041,4,0
2226,0,550,550,1,13,Beruti  al 2500,RECOLETA,2,-34.592324,-58.402488,1000000,1818.181818,434.2323419641819,2296.3931490454634,177,38302.967,69,3
2227,40,87,87,0,1,Corrientes 2510,BALVANERA,3,-34.605023,-58.40244,130000,1494,247.2920202326852,1919.5591048243975,196,29835.579,52,9
2228,40,187,187,0,2,Cordoba 2400,RECOLETA,2,-34.594358,-58.402438,490000,2620.320856,393.9727806656955,2176.4947298574534,208,26144.041,86,2
2229,0,151,143,2,1,Humberto I+�-� 959,SAN CRISTOBAL,3,-34.622954,-58.402373,168575,1179,350.30885801682115,2863.697585046922,125,61832.104,1,2
2230,0,260,260,0,2,San Luis  al 2500,BALVANERA,3,-34.600184,-58.402325,300000,1153.846154,369.70132155387086,1943.0216083796076,196,24554.861,57,6
2231,0,112,112,0,2,Laprida al 1700,RECOLETA,2,-34.589443,-58.402296,415000,3705,655.057713784512,2472.877822068375,101,156314.338,60,3
2232,3,112,112,0,2,Laprida al 1700,RECOLETA,2,-34.589443,-58.402296,415000,3705,655.057713784512,2472.877822068375,101,156314.338,60,3
2233,0,112,112,0,2,Laprida al 1700,RECOLETA,2,-34.589443,-58.402296,415000,3705,655.054688309119,2472.8636742464973,101,156311.713,60,3
2234,35,0,24,1,0,Alberti 1600,PARQUE PATRICIOS,4,-34.62996,-58.402271,55000,2291,444.44683452411556,3476.890849287609,52,100336.601,7,4
2235,18,200,200,1,0,Larrea,BALVANERA,3,-34.604953,-58.402259,1500000,7500,251.299629142624,1902.4237832458257,199,29581.959000000003,52,9
2236,0,53,53,0,1,Viamonte,BALVANERA,3,-34.60112,-58.40221,290000,5471,284.77348570649474,1914.4219005519128,220,21874.05,55,6
2237,0,53,53,0,1,Viamonte,BALVANERA,3,-34.60112,-58.40221,290000,5471,284.77348570649474,1914.4219005519128,220,21874.05,55,6
2238,0,480,480,0,3,Catamarca al 1700,PARQUE PATRICIOS,4,-34.630034,-58.402134,370000,770,455.09750884152675,3476.9411758585634,54,102830.623,7,4
2239,0,480,480,0,3,Catamarca al 1700,PARQUE PATRICIOS,4,-34.630034,-58.402134,370000,770,455.09750884152675,3476.9411758585634,54,102830.623,7,4
2240,0,37,37,0,1,FRENCH al 2700,RECOLETA,2,-34.589251,-58.402106,160000,4324.324324,682.5761016348819,2473.257460994168,106,166860.104,59,3
2241,0,37,37,0,1,FRENCH al 2700,RECOLETA,2,-34.589251,-58.402106,160000,4324,682.5761016348819,2473.257460994168,106,166860.104,59,3
2242,0,110,110,0,0,Av. Corrientes 2500,BALVANERA,3,-34.604667,-58.402062,185000,1681,240.89497212165108,1882.332873432319,194,29836.771,54,10
2243,0,50,25,0,1,Larrea,RECOLETA,2,-34.598073,-58.402062,172000,6880,597.3647663417935,1980.3343796899453,228,26874.182,71,7
2244,40,120,120,0,0,Avenida Cordoba 2400,RECOLETA,2,-34.599351,-58.402003,600000,5000,466.14201248802453,1935.055061753165,196,26885.401,63,6
2245,0,20,20,0,1,Mansilla al 2400,RECOLETA,2,-34.597071,-58.401953,125000,6250,548.9774766607518,2008.837917249814,223,27997.672,79,3
2246,45,50,36,3,2,Avda. Pueyrred+�-�n 1500,RECOLETA,2,-34.593356,-58.401902,134500,3736,449.13414632491555,2189.554168677669,193,29519.584,85,2
2247,0,25,25,0,0,MANSILLA AL 2400,RECOLETA,2,-34.596996,-58.401876,155000,6200,549.6804436938208,2005.3385468041713,223,28529.137,80,3
2248,0,87,87,1,2,Av. Pueyrred������n al 1500,RECOLETA,2,-34.592931,-58.401848,393000,4517,464.65686552819056,2210.4631182493185,185,29084.69,81,1
2249,0,87,87,1,2,Av. Pueyrred+�+�+�+�+�+�n al 1500,RECOLETA,2,-34.592931,-58.401848,400000,4597,464.65686552819056,2210.4631182493185,185,29084.69,81,1
2250,0,17,17,0,0,Av. Santa Fe 2400,RECOLETA,2,-34.594771,-58.401818,55000,3235,456.1415838191209,2104.704114731339,204,32710.537,87,2
2251,85,150,150,0,3,Hipolito Yrigoyen  2500,BALVANERA,3,-34.610993,-58.401751,290000,1933,887.7960590566021,2019.7594166584397,197,26222.311,44,3
2252,0,87,87,0,1,AV. PUeyrredon,RECOLETA,2,-34.592976,-58.40174,415000,4770,472.87742535071635,2199.4295661472943,186,29322.016,80,1
2253,0,80,80,0,0,Av. Pueyrredon 1500,RECOLETA,2,-34.592976,-58.40174,420000,5250,472.87742535071635,2199.4295661472943,186,29322.016,80,1
2254,0,96,96,0,2,Las Heras al 2900,PALERMO,14,-34.583759,-58.401727,330000,3437,1129.0370642003877,2883.02493327327,60,264378.318,28,5
2255,0,22,22,0,0,SANTA FE AV. al 2400,RECOLETA,2,-34.594612,-58.401686,39500,1795,465.513272028516,2102.4314227445807,196,33826.659,90,2
2256,40,140,140,1,3,Paraguay al 2300,RECOLETA,2,-34.597601,-58.401669,420000,3000,606.0762221663774,1963.5841745639855,226,28502.054,77,3
2257,60,112,112,0,0,Moreno,BALVANERA,3,-34.613474,-58.401576,240000,2142,810.691843859073,2131.012200414433,140,25015.319,23,2
2258,0,400,400,0,3,BARTOLOM���+� MITRE 2476,BALVANERA,3,-34.608583,-58.401553,1730000,4325,637.1265971232244,1910.9065084411855,231,23099.646,59,6
2259,0,96,96,0,2,JUNCAL al 2400,RECOLETA,2,-34.591238,-58.401499,150000,1562,573.2702510710405,2291.7666447859833,145,75354.067,68,2
2260,0,36,0,0,0,San Luis y Azcuenaga,BALVANERA,3,-34.60047,-58.401341,120000,3333,390.4306998165475,1848.2714525021686,188,26673.027000000002,66,6
2261,30,160,110,0,2,Moreno 2500,BALVANERA,3,-34.613318,-58.401293,200000,1818,841.8019626274398,2099.863351356228,146,24856.175,24,2
2262,0,24,24,1,1,Anchorena al 1700,RECOLETA,2,-34.590278,-58.401249,115000,4791,655.4320037447828,2339.8147602615327,130,126428.185,69,3
2263,50,34,34,0,0,Azcu+�+�+����-�naga al 600,BALVANERA,3,-34.601614,-58.40114,45000,1323,317.37754181091213,1809.6079559899056,192,26374.668,57,5
2264,30,220,220,0,0,Sarmiento,BALVANERA,3,-34.606291,-58.401083,2200000,10000,434.5583143924179,1812.3851908190443,198,28295.209,67,6
2265,45,200,200,0,0,AZCUENAGA,BALVANERA,3,-34.606159,-58.400742,1450000,7250,443.6515824928544,1779.2078127801954,193,26129.603,67,7
2266,30,52,52,1,1,AV JUJUY 1794,PARQUE PATRICIOS,4,-34.631282,-58.400466,50000,961,635.0161808079779,3516.1925770991106,59,122041.322,6,4
2267,35,194,150,8,4,Av Santa Fe 2300,RECOLETA,2,-34.594759,-58.400421,355000,2366,582.6925780804389,1993.2126064339557,185,38927.4,88,1
2268,35,167,125,8,4,Av Santa Fe 2300,RECOLETA,2,-34.594759,-58.400421,450000,3600,582.7135589788957,1993.206043762668,185,38930.89,88,1
2269,50,207,207,0,3,Tucuman al 2300,BALVANERA,3,-34.602291,-58.400401,680000,3285,346.480285976715,1734.0135900368389,193,29029.409,63,8
2270,25,155,155,0,1,rivadavia,BALVANERA,3,-34.609945,-58.40036,390000,2516,818.6213745314507,1857.127982491636,131,26435.798000000003,55,5
2271,0,70,70,0,0,Matheu y Av. Rivadavia,BALVANERA,3,-34.610415,-58.400278,105000,1500,869.3952839089094,1870.292858692904,136,26219.728,52,3
2272,0,86,0,0,0,LUNA 24,PARQUE PATRICIOS,4,-34.636929,-58.400263,232000,2698,604.6439555734801,4065.1099234399817,119,58667.806000000004,10,3
2273,0,130,130,0,0,Pavon 2500,PARQUE PATRICIOS,4,-34.629535,-58.40023,155000,1192,475.9203555486779,3337.7770678675906,49,116238.643,8,4
2274,60,210,210,2,1,BELGRANO 2392,BALVANERA,3,-34.614505,-58.400224,500000,2380,877.466338738726,2088.691180477397,137,22973.451,13,2
2275,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.732670079052,4141.158547469564,112,50302.152,11,2
2276,0,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2277,0,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2278,0,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2279,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642.857143,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2280,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2281,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2282,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2283,2,140,140,0,3,Caseros al 3400,PARQUE PATRICIOS,4,-34.637701,-58.400216,650000,4642,528.753449517945,4141.139617168164,112,50301.198000000004,11,2
2284,20,67,67,0,1,Matheu,BALVANERA,3,-34.611805,-58.400172,95000,1417,1016.2810658875271,1928.2535124614221,133,25631.611,36,3
2285,90,137,125,4,2,Hipolito Yrigoyen 2394,BALVANERA,3,-34.610981,-58.400171,240000,1920,931.10696694472006,1887.2926737315324,133,26087.484,50,3
2286,10,322,322,0,0,Matheu 300,BALVANERA,3,-34.613308,-58.40016,690000,2142.857143,934.1180614023216,2010.4605717877805,145,23858.979,24,3
2287,0,89,89,1,2,Pasteur 600,BALVANERA,3,-34.602233,-58.399733,185000,2078,407.10424925772975,1673.6131564764496,192,28442.695,68,7
2288,38,55,0,0,0,Pasteur 346  Local 8,BALVANERA,3,-34.605427,-58.39959,110000,2000,474.17331015237653,1663.5839163037533,161,23327.326,78,10
2289,20,184,184,0,2,Lavalle 2300,BALVANERA,3,-34.603327,-58.399547,1900000,10326.086957,409.6361946213888,1649.1232070943393,183,35736.189,72,9
2290,0,170,170,0,2,Viamonte 2300,BALVANERA,3,-34.601176,-58.399526,165000,970,469.24796080913967,1670.3458438988202,186,27201.096,69,9
2291,0,52,52,0,0,TUCUMAN 2200,BALVANERA,3,-34.602237,-58.399498,180000,3461,427.80654875329384,1652.117207210366,192,28728.645,70,11
2292,40,313,313,0,0,Domingo F. Sarmiento,SAN CRISTOBAL,3,-34.624847,-58.399436,639500,2043.13099,371.64433602476,2861.229538386099,118,96015.698,1,1
2293,0,236,170,8,2,Alberti 1700,PARQUE PATRICIOS,4,-34.629843,-58.399353,189500,1114,552.1643592567418,3327.0092111023096,47,123146.531,5,4
2294,0,190,190,0,0,Humberto Primo 2300,SAN CRISTOBAL,3,-34.621987,-58.399264,266000,1400,577.4336155668614,2597.5807849749426,155,88245.067,3,1
2295,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333.333333,452.65784581861,2749.5862303303456,123,97626.63900000001,1,1
2296,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333,452.65784581861,2749.5862303303456,123,97626.63900000001,1,1
2297,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333,452.65784581861,2749.5862303303456,123,97626.63900000001,1,1
2298,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333,452.65784581861,2749.5862303303456,123,97626.63900000001,1,1
2299,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333,452.65784581861,2749.5862303303456,123,97626.63900000001,1,1
2300,35,36,36,0,0,SAN JUAN al 2400,SAN CRISTOBAL,3,-34.623825,-58.399075,120000,3333,452.7127011676276,2749.528788736236,123,97628.93800000001,1,1
2301,0,42,42,0,1,VENEZUELA 2296,BALVANERA,3,-34.615178,-58.399056,70000,1666,960.5406046010386,2047.4659834680715,134,20314.519,11,3
2302,10,50,50,1,0,Pichincha al 500,BALVANERA,3,-34.616038,-58.399029,125000,2500,946.8872397099698,2106.227060899152,121,19989.835,10,5
2303,10,50,0,1,0,Pichincha al 500,BALVANERA,3,-34.616038,-58.399029,125000,2500,946.8872397099698,2106.227060899152,121,19989.835,10,5
2304,10,0,240,0,2,Pichincha 38,BALVANERA,3,-34.610174,-58.39902,300000,1250,843.9351334536301,1753.9368985294248,125,30137.291,58,6
2305,0,37,37,0,2,AV San Juan  al 2400,SAN CRISTOBAL,3,-34.623538,-58.399013,170000,4594,475.2538843600136,2720.454244809586,123,97525.827,1,1
2306,0,26,26,0,0,VENEZUELA 2200,BALVANERA,3,-34.615024,-58.399009,58000,2230,968.6160622003347,2033.4806758936293,138,20676.252,11,3
2307,0,141,136,0,2,Mexico  al 2200,BALVANERA,3,-34.616246,-58.399004,230000,1691,946.6900709415039,2119.561512037987,123,20054.284,10,5
2308,0,126,126,0,2,Juan Maria Gutierrez 2576,RECOLETA,2,-34.58737,-58.398915,525000,4166,732.4097241165563,2410.926820385624,85,258213.351,42,6
2309,55,225,200,0,2,PICHINCHA 180,BALVANERA,3,-34.611754,-58.398896,350000,1750,998.476845315506,1822.752551131348,135,29002.503,35,4
2310,70,69,60,0,1,URIBURU  JOSE EVARISTO CORREA 600,RECOLETA,2,-34.599385,-58.398817,250000,4166,580.268619657359,1652.5498188702006,179,28130.23,75,10
2311,0,115,115,0,2,Alberti y Catulo Castillo,PARQUE PATRICIOS,4,-34.632239,-58.3988,230000,2000,799.2832837658625,3538.135185237022,73,115995.62700000001,7,5
2312,0,115,115,0,2,Alberti y Catulo Castillo,PARQUE PATRICIOS,4,-34.632239,-58.3988,230000,2000,799.2832837658625,3538.135185237022,73,115995.62700000001,7,5
2313,30,115,115,0,2,Alberti y Catulo Castillo,PARQUE PATRICIOS,4,-34.632239,-58.3988,230000,2000,799.2832837658625,3538.135185237022,73,115995.62700000001,7,5
2314,30,115,115,0,2,Alberti y Catulo Castillo,PARQUE PATRICIOS,4,-34.632239,-58.3988,230000,2000,799.2832837658625,3538.135185237022,73,115995.62700000001,7,5
2315,80,170,161,0,1,Pichincha Entre Belgrano  Avda. y Moreno,BALVANERA,3,-34.613736,-58.398746,33000,204,1033.9617859486996,1928.7390121241335,130,24877.528,15,4
2316,40,190,172,2,3,Humberto Primo 2318,SAN CRISTOBAL,3,-34.622008,-58.398478,220000,1157.894737,623.6384621984763,2555.0256987067273,144,92601.363,4,1
2317,5,93,0,0,0,VIAMONTE 2100,BALVANERA,3,-34.601197,-58.398427,280000,3011,414.82362006293164,1570.6416924112937,173,27372.616,73,11
2318,0,126,126,0,2,Juan Mar���+����-�a Gutierrez al 2500,RECOLETA,2,-34.587813,-58.398225,525000,4166,652.3960297481518,2332.281010383607,96,253565.55599999998,51,88
2319,0,190,190,0,0,Humberto Primo 2300,SAN CRISTOBAL,3,-34.621981,-58.398159,230000,1211,646.4842384759128,2534.9825182102577,162,92116.913,4,1
2320,0,154,144,1,1,Viamonte 2168,BALVANERA,3,-34.601108,-58.398111,500000,3472,398.1677651738006,1543.9307149225638,183,27405.332,75,12
2321,0,154,144,0,1,Viamonte al 2100,BALVANERA,3,-34.601159,-58.398106,500000,3246.753247,394.1955392506844,1542.4353911219982,183,27405.332,76,11
2322,0,144,144,0,0,Oportunidad! Local en Via Estudios,BALVANERA,3,-34.601159,-58.398106,500000,3472.222222,394.1955392506844,1542.4353911219982,183,27405.332,76,11
2323,0,154,144,1,0,Viamonte 2100,BALVANERA,3,-34.601159,-58.398106,500000,3472,394.1955392506844,1542.4353911219982,183,27405.332,76,11
2324,0,154,144,1,0,Viamonte 2168,BALVANERA,3,-34.601159,-58.398106,500000,3472,394.1955392506844,1542.4353911219982,183,27405.332,76,11
2325,0,65,65,0,0,Uriburu 252,BALVANERA,3,-34.606591,-58.398025,420000,6461,460.3928287667908,1542.651990373111,155,30522.772,84,10
2326,0,23,23,0,1,Pasco al 500,BALVANERA,3,-34.615294,-58.397764,51000,2217,1033.6475181215385,1964.4506072853594,147,20156.641,13,7
2327,0,52,52,0,1,Pasco al 500,BALVANERA,3,-34.615294,-58.397764,113000,2173,1033.6475181215385,1964.4506072853594,147,20156.641,13,7
2328,0,95,95,0,1,Uriburu y Per+�-�n,BALVANERA,3,-34.607495,-58.397663,450000,4736,523.4484821051466,1534.6040540668894,149,31094.624,83,12
2329,0,24,24,0,0,MITRE  BARTOLOME 2100,BALVANERA,3,-34.608351999999996,-58.397625,83000,3458.333333,605.9680648373865,1560.0582325610426,139,28471.345,78,9
2330,0,37,37,3,0,Av. Corrientes 2100,BALVANERA,3,-34.604392,-58.397609,70000,1891,280.29860991902723,1472.8244777801992,189,33818.326,84,13
2331,40,200,200,3,2,Amancio Alcorta,PARQUE PATRICIOS,4,-34.643045,-58.397534,200000,1000,500.55068818144684,4603.466278389841,56,49194.367000000006,0,0
2332,0,27,27,0,0,PASCO al 100,BALVANERA,3,-34.618451,-58.397524,95000,3518,772.3779247467744,2194.894110930254,126,26729.493000000002,6,5
2333,0,54,54,0,0,JOSE EVARISTO URIBURU 1300,RECOLETA,2,-34.592881,-58.397501,187000,3462,509.8920704671776,1890.828657108768,155,90265.453,88,1
2334,0,100,50,1,1,Larrea al 1300,RECOLETA,2,-34.589546,-58.397364,260000,5200,491.94929637340715,2136.289620102267,107,197639.47,62,83
2335,0,198,198,0,2,Esmeralda al 800,RECOLETA,2,-34.589546,-58.397364,620000,3131,491.94929637340715,2136.289620102267,107,197639.47,62,83
2336,0,66,66,0,1,Arenales  al 900,RECOLETA,2,-34.589546,-58.397364,250000,3787,491.94929637340715,2136.289620102267,107,197639.47,62,83
2337,0,60,60,0,1,ARENALES al 900,RECOLETA,2,-34.589546,-58.397364,200000,3333,491.94929637340715,2136.289620102267,107,197639.47,62,83
2338,0,205,205,0,2,Av. C���+�������rdoba  al 2800,RECOLETA,2,-34.589546,-58.397364,350000,1707,491.94929637340715,2136.289620102267,107,197639.47,62,83
2339,0,55,51,0,1,Juncal al 2100,RECOLETA,2,-34.589546,-58.397364,195000,3823,491.94929637340715,2136.289620102267,107,197639.47,62,83
2340,0,109,109,0,2,Viamonte  al 2100,RECOLETA,2,-34.589546,-58.397364,380000,3486,491.94929637340715,2136.289620102267,107,197639.47,62,83
2341,0,73,73,0,1,Arenales 900 al 100,RECOLETA,2,-34.589546,-58.397364,250000,3424.657534,491.94929637340715,2136.289620102267,107,197639.47,62,83
2342,0,198,198,0,2,Esmeralda al 800,RECOLETA,2,-34.589546,-58.397364,580000,2929.292929,491.94929637340715,2136.289620102267,107,197639.47,62,83
2343,30,103,103,0,1,Juan Domingo Tte. General Peron al 1900,RECOLETA,2,-34.589546,-58.397364,95000,922.330097,491.94929637340715,2136.289620102267,107,197639.47,62,83
2344,90,238,238,0,4,M. T. de Alvear  al 1400,RECOLETA,2,-34.589546,-58.397364,600000,2521,491.94929637340715,2136.289620102267,107,197639.47,62,83
2345,40,114,114,0,2,Paraguay al 1400,RECOLETA,2,-34.589546,-58.397364,310000,2719,491.94929637340715,2136.289620102267,107,197639.47,62,83
2346,0,198,198,0,2,Esmeralda al 800,RECOLETA,2,-34.589546,-58.397364,490000,2474,491.94929637340715,2136.289620102267,107,197639.47,62,83
2347,0,198,198,0,2,Esmeralda al 800,RECOLETA,2,-34.589546,-58.397364,490000,2474,491.94929637340715,2136.289620102267,107,197639.47,62,83
2348,0,73,73,0,1,Arenales 900 al 100,RECOLETA,2,-34.589546,-58.397364,250000,3424,491.94929637340715,2136.289620102267,107,197639.47,62,83
2349,30,60,60,0,1,AV. Santa FE al 2700,RECOLETA,2,-34.589546,-58.397364,850000,14166,491.91902342039765,2136.2728952811512,107,197651.249,62,83
2350,0,54,54,0,1,JOSE EVARISTO URIBURU 1386,RECOLETA,2,-34.592329,-58.397307,187000,3462,472.83280168232875,1916.8489413018406,137,115731.353,77,0
2351,0,51,51,0,1,M T De Alvear al 2000,RECOLETA,2,-34.597045,-58.397194,420000,8235,740.6392428884892,1611.8738666801532,189,47264.642,81,10
2352,0,154,144,0,0,Local  - Barrio Norte,BALVANERA,3,-34.601074,-58.397168,500000,3472,339.4898441718025,1459.783366384154,187,25379.701,75,13
2353,0,154,144,1,2,Viamonte al 2100,BALVANERA,3,-34.601074,-58.397168,500000,3472,339.4898441718025,1459.783366384154,187,25379.701,75,13
2354,50,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984,281.28866096544874,1443.7871556006285,193,22480.441,84,17
2355,0,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984,281.3029959553957,1443.7755117483082,193,22481.046000000002,84,17
2356,50,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984.126984,281.3029959553957,1443.7755117483082,193,22481.046000000002,84,17
2357,50,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984,281.3029959553957,1443.7755117483082,193,22481.046000000002,84,17
2358,50,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984,281.3029959553957,1443.7755117483082,193,22481.046000000002,84,17
2359,50,126,126,1,2,Junin al 600 Entre Viamonte y Tucuman,BALVANERA,3,-34.601794,-58.397144,250000,1984,281.3029959553957,1443.7755117483082,193,22481.046000000002,84,17
2360,0,730,730,0,0,Junin al 400,BALVANERA,3,-34.604065,-58.397143,1800000,2465,227.5142093854301,1428.657054698032,214,34010.031,89,13
2361,0,294,294,0,2,Junin 800,RECOLETA,2,-34.598902,-58.397141,1400000,4762,545.4936429827052,1523.9483069407597,183,40036.845,80,12
2362,0,318,318,0,3,Junin 800,RECOLETA,2,-34.598902,-58.397141,1100000,3459,545.4936429827052,1523.9483069407597,183,40036.845,80,12
2363,0,84,84,0,2,Caseros  al 2400,PARQUE PATRICIOS,4,-34.635461,-58.397104,230000,2738,890.9315382354,3800.2571101951494,103,117023.24500000001,9,2
